city,country,country_clean,continent_name,median_salary,average_salary,rent_usd_proxy,utilities_usd_proxy,grocery_item_price_median,salary_pr,rent_pr,grocery_pr,utilities_pr,affordability_score,cluster_label
Taytay,Philippines,Philippines,Asia,728.78,790.54,,86.72,1.25,0.156721041,,0.217208922,0.531229947,,
Yokosuka,Japan,Japan,Asia,3158.67,3453.12,372.26,124.09,2.23,0.501342143,0.326469826,0.570186208,0.871871658,51.14227905,Low Salary–Low Cost
Nha Trang,Vietnam,Vietnam,Asia,612.57,711.24,423.795,101.99,1.175,0.129878175,0.365190365,0.178432576,0.70513369,40.26982963,High Cost–Low Salary
Belgorod,Russia,Russia,Europe,975.51,1065.68,300,128,1.44,0.211232707,0.256798757,0.309187641,0.892620321,43.49481201,Low Salary–Low Cost
Olinda,Brazil,Brazil,South America,1490.04,1711.16,,54.6,0.98,0.310241586,,0.092081031,0.170909091,,
Augusta,United States,United States,Northern America,6966,7925,1108.33,82,2.77,0.880446005,0.724423724,0.70943319,0.464171123,59.4021877,High Salary–High Cost
Ad Diwaniyah,Iraq,Iraq,Asia,1382.38,1573.31,208.49,30.93,1.065,0.28050795,0.168091168,0.123183957,0.038716578,57.16585624,High Cost–Low Salary
Yola,Nigeria,Nigeria,Africa,389.85,438.91,,,1.13,0.095395416,,0.153468386,,,
Piracicaba,Brazil,Brazil,South America,1490.04,1711.16,351.255,80.95,1.37,0.310241586,0.307951308,0.2788009,0.452941176,49.9725727,High Cost–Low Salary
Gujrat,Pakistan,Pakistan,Asia,245.34,284.9,111.76,22.35,0.66,0.026429899,0.053872054,0.015142214,0.013262032,49.60553915,High Cost–Low Salary
Bologna,Italy,Italy,Europe,3467.23,3868.92,978.97,117.53,2.175,0.533037374,0.677026677,0.552486188,0.831871658,44.51711971,Low Salary–Low Cost
Kakinada,India,India,Asia,327.97,384.43,,,1.44,0.073095189,,0.309187641,,,
Boise,United States,United States,Northern America,6966,7925,1902.385,114.38,3.16,0.880446005,0.911680912,0.797421731,0.813368984,51.21499789,High Salary–High Cost
Karamay,China,China,Asia,3684.93,4027.4,,127.98,1.14,0.578050795,,0.159504809,0.891764706,,
Bhilwara,India,India,Asia,327.97,384.43,,24.56,0.98,0.073095189,,0.092081031,0.018074866,,
Florence,Italy,Italy,Europe,3467.23,3868.92,1010.205,115.17,2.27,0.533037374,0.689199689,0.580417434,0.820427807,43.71138873,Low Salary–Low Cost
Christchurch,New Zealand,New Zealand,Oceania,4196.41,4870.06,1199.015,111.66,2.93,0.651662193,0.753172753,0.742786986,0.791016043,44.94297088,Low Salary–Low Cost
Tetouan,Morocco,Morocco,Africa,1634.24,1896.89,191.875,39.67,0.97,0.352570721,0.148148148,0.088500102,0.079465241,61.75750408,High Cost–Low Salary
Esenyurt,Turkey,Turkey,Asia,254.1,286.13,266.09,64.3,1.31,0.0415032,0.222999223,0.249232658,0.25368984,40.24707709,High Cost–Low Salary
Aqtobe,Kazakhstan,Kazakhstan,Asia,701,813.99,211.67,92.11,1.04,0.14691307,0.172494172,0.114589728,0.593368984,47.77465973,High Cost–Low Salary
Brno,Czech Republic,Czech Republic,Europe,2310.03,2653.06,799.705,104.44,1.76,0.43660954,0.595182595,0.438203397,0.722673797,44.57347518,Low Salary–Low Cost
Scranton,United States,United States,Northern America,6966,7925,1525,76.33,3,0.880446005,0.843434343,0.761203192,0.386951872,55.77761844,High Salary–High Cost
Oxnard,United States,United States,Northern America,6966,7925,2600,100,3.62,0.880446005,0.968272468,0.872928177,0.681604278,48.94890359,High Salary–Moderate Cost
Modesto,United States,United States,Northern America,6966,7925,1637.5,80,4.07,0.880446005,0.866873867,0.930734602,0.436470588,51.55340857,High Salary–High Cost
Tarlac City,Philippines,Philippines,Asia,728.78,790.54,154.75,57.41,1.52,0.156721041,0.107485107,0.344280745,0.193582888,47.29539501,High Cost–Low Salary
Okazaki,Japan,Japan,Asia,3158.67,3453.12,,78.92,2.42,0.501342143,,0.62328627,0.417005348,,
Aurora,United States,United States,Northern America,6966,7925,1830,101,2.65,0.880446005,0.9002849,0.682115817,0.695187166,54.39692554,High Salary–High Cost
Nuevo Laredo,Mexico,Mexico,Central America,1681.97,1917.34,219.165,55.01,1.445,0.367953748,0.18013468,0.311950072,0.176684492,56.77189649,High Cost–Low Salary
London,Canada,Canada,Northern America,6311.03,7352.94,1464.72,90.61,2.8,0.757278546,0.829318829,0.715571926,0.575828877,49.94037369,High Salary–High Cost
Novi Sad,Serbia,Serbia,Europe,1120.04,1273.6,460.825,91.35,1.495,0.243960355,0.389277389,0.329752404,0.585561497,42.94322745,High Cost–Low Salary
Kissimmee,United States,United States,Northern America,6966,7925,1933.335,77.14,3.16,0.880446005,0.914529915,0.797421731,0.399465241,53.21329154,High Salary–High Cost
Youngstown,United States,United States,Northern America,6966,7925,693.75,95,2.78,0.880446005,0.53988604,0.711377123,0.628877005,63.15322174,High Salary–High Cost
Huancayo,Peru,Peru,South America,1825.86,1997.36,248.01,71.32,1.31,0.392525294,0.208236208,0.249232658,0.329839572,57.78650848,High Cost–Low Salary
Iquitos,Peru,Peru,South America,1825.86,1997.36,,,0.91,0.392525294,,0.071311643,,,
Manukau City,New Zealand,New Zealand,Oceania,4196.41,4870.06,1154.52,124.93,2.835,0.651662193,0.74022274,0.72211991,0.875828877,45.25599855,Low Salary–Low Cost
Vinnytsia,Ukraine,Ukraine,Europe,530.73,622.8,321.82,77.06,1.155,0.115011357,0.278425278,0.169326785,0.39828877,43.41195631,High Cost–Low Salary
Latur,India,India,Asia,327.97,384.43,135.1,34.39,1.255,0.073095189,0.084045584,0.219971353,0.052834225,46.89002167,High Cost–Low Salary
Rohtak,India,India,Asia,327.97,384.43,128.955,49.12,1.04,0.073095189,0.075628076,0.114589728,0.127486631,48.83482984,High Cost–Low Salary
Butuan,Philippines,Philippines,Asia,728.78,790.54,233.245,59.21,1.305,0.156721041,0.192955193,0.247288725,0.204705882,47.04286829,High Cost–Low Salary
Mandaue City,Philippines,Philippines,Asia,728.78,790.54,627.97,47.85,1.62,0.156721041,0.503626004,0.394209126,0.117540107,36.77351888,High Cost–Low Salary
Ambon,Indonesia,Indonesia,Asia,678.91,788.83,218.76,72.92,1.49,0.140925046,0.179487179,0.327501535,0.347593583,44.27107423,High Cost–Low Salary
Bello,Colombia,Colombia,South America,995.6,1157.85,115.39,36.37,0.84,0.228267603,0.056980057,0.051463065,0.063208556,58.64357463,High Cost–Low Salary
Baguio City,Philippines,Philippines,Asia,728.78,790.54,310.245,80.74,1.41,0.156721041,0.264439264,0.297012482,0.449304813,43.03829672,High Cost–Low Salary
Keelung,Taiwan,Taiwan,Asia,3571.43,4037.27,515.5,85.08,2.175,0.561841834,0.426573427,0.552486188,0.507486631,53.8405991,Low Salary–Low Cost
Toyohashi,Japan,Japan,Asia,3158.67,3453.12,483.935,124.09,3.1,0.501342143,0.404817405,0.783609576,0.871871658,44.91512223,Low Salary–Low Cost
Plovdiv,Bulgaria,Bulgaria,Europe,1605.41,1794.59,336.82,81.06,1.425,0.34616973,0.292152292,0.301514221,0.454010695,51.70434127,High Cost–Low Salary
Bochum,Germany,Germany,Europe,3731.5,4048.63,750.795,126.45,2.07,0.603964485,0.572649573,0.512277471,0.88631016,51.20488471,Low Salary–Low Cost
Az Zubayr,Iraq,Iraq,Asia,1382.38,1573.31,,44.91,1.3,0.28050795,,0.244219357,0.103529412,,
Al Qatif,Saudi Arabia,Saudi Arabia,Asia,3840,4480,394,90.01,1.86,0.644332026,0.340844341,0.465009208,0.571336898,61.53862411,Low Salary–Low Cost
Bauru,Brazil,Brazil,South America,1490.04,1711.16,185.845,47.9,1.03,0.310241586,0.13960114,0.109883364,0.119465241,59.22705732,High Cost–Low Salary
Nagano,Japan,Japan,Asia,3158.67,3453.12,521.16,85.62,2.44,0.501342143,0.433566434,0.629118068,0.514331551,49.0739272,Low Salary–Low Cost
Shinjuku,Japan,Japan,Asia,3158.67,3453.12,,245.23,4.09,0.501342143,,0.932780847,0.992620321,,
Coventry,United Kingdom,United Kingdom,Europe,6300,7235.37,1070.87,64.7,2.105,0.728370845,0.709142709,0.521792511,0.259251337,56.9578676,High Salary–High Cost
Pokhara,Nepal,Nepal,Asia,551.13,608.2,126.865,34.6,0.86,0.122651249,0.073297073,0.056067117,0.054117647,52.90820506,High Cost–Low Salary
Montes Claros,Brazil,Brazil,South America,1490.04,1711.16,153.275,44.07,0.98,0.310241586,0.105542606,0.092081031,0.100748663,60.52815021,High Cost–Low Salary
Vitoria,Brazil,Brazil,South America,1490.04,1711.16,318.525,62.46,1.45,0.310241586,0.274540275,0.31368938,0.232727273,51.21114846,High Cost–Low Salary
Surgut,Russia,Russia,Europe,975.51,1065.68,472,128,1.57,0.211232707,0.394586895,0.367607939,0.892620321,38.88170259,Low Salary–Low Cost
Hrodna,Belarus,Belarus,Europe,849.5,983.28,339.105,84.45,1.415,0.178711542,0.295519296,0.297728668,0.49657754,43.11013368,High Cost–Low Salary
Sungai Petani,Malaysia,Malaysia,Asia,1236.17,1406.38,,43.3,1.265,0.268944869,,0.227235523,0.097540107,,
Petion-Ville,Haiti,Haiti,Caribbean,444.95,506.2,549.125,114.8,2.68,0.103035309,0.454545455,0.690710047,0.815828877,25.89478374,Low Salary–Low Cost
Vladimir,Russia,Russia,Europe,975.51,1065.68,256,120,1.28,0.211232707,0.216394716,0.234704318,0.843743316,46.23896451,Low Salary–Low Cost
Taraz,Kazakhstan,Kazakhstan,Asia,701,813.99,315.85,55.8,0.845,0.14691307,0.26987827,0.052690812,0.180962567,48.64006769,High Cost–Low Salary
Kawagoe,Japan,Japan,Asia,3158.67,3453.12,,89.34,2.36,0.501342143,,0.605790874,0.554973262,,
Nam Dinh,Vietnam,Vietnam,Asia,612.57,711.24,244.77,72.53,0.82,0.129878175,0.205775706,0.047370575,0.344812834,48.67804042,High Cost–Low Salary
Ibb,Yemen,Yemen,Asia,120.98,133.36,139.79,91.38,2.93,0.013421433,0.08961409,0.743503172,0.585882353,30.63124421,Low Salary–Low Cost
Bilbao,Spain,Spain,Europe,2579.28,2875.26,1052.65,120.43,1.88,0.47005988,0.703444703,0.4682832,0.847700535,42.31270975,Low Salary–Low Cost
Manisa,Turkey,Turkey,Asia,254.1,286.13,176.65,38.24,1.125,0.0415032,0.12950013,0.149273583,0.073582888,45.48427069,High Cost–Low Salary
Wuppertal,Germany,Germany,Europe,3731.5,4048.63,565.685,97.47,2.275,0.603964485,0.467495467,0.581952118,0.653048128,53.60655455,Low Salary–Low Cost
Nizhniy Tagil,Russia,Russia,Europe,975.51,1065.68,104,120.47,1.48,0.211232707,0.042994043,0.323613669,0.848235294,48.77333443,Low Salary–Low Cost
Wakayama,Japan,Japan,Asia,3158.67,3453.12,,148.9,2.61,0.501342143,,0.665950481,0.946631016,,
Rahimyar Khan,Pakistan,Pakistan,Asia,245.34,284.9,55.875,44.7,0.575,0.026429899,0.005180005,0.008389605,0.102673797,50.51083373,High Cost–Low Salary
Batangas,Philippines,Philippines,Asia,728.78,790.54,80.74,62.8,1.895,0.156721041,0.022144522,0.470841007,0.237860963,46.67631403,High Cost–Low Salary
Pavlodar,Kazakhstan,Kazakhstan,Asia,701,813.99,151.445,59.32,1.07,0.14691307,0.102564103,0.124309392,0.205989305,51.26541659,High Cost–Low Salary
Van,Turkey,Turkey,Asia,254.1,286.13,106.885,31.3,1.045,0.0415032,0.046620047,0.116840598,0.040320856,48.37124263,High Cost–Low Salary
Corrientes,Argentina,Argentina,South America,110.28,129.42,515,119.99,1.8,0.009911212,0.426314426,0.449253121,0.840855615,26.64835946,Low Salary–Low Cost
Neiva,Colombia,Colombia,South America,995.6,1157.85,133.8,43.22,0.965,0.228267603,0.08029008,0.086965418,0.097326203,57.18018874,High Cost–Low Salary
Fayetteville,United States,United States,Northern America,6966,7925,1525,121.25,2.44,0.880446005,0.843434343,0.629118068,0.858930481,56.05942787,High Salary–High Cost
Arkhangelsk,Russia,Russia,Europe,975.51,1065.68,360,96,1.625,0.211232707,0.315980316,0.396869245,0.637860963,41.53543774,High Cost–Low Salary
Cabimas,Venezuela,Venezuela,South America,3282.02,3862.91,512.5,60,2.2,0.51094363,0.424501425,0.560261919,0.214759358,52.65561071,High Cost–Low Salary
Koshigaya,Japan,Japan,Asia,3158.67,3453.12,,,3.72,0.501342143,,0.885205648,,,
Anaheim,United States,United States,Northern America,6966,7925,2333.335,76.67,4.29,0.880446005,0.951048951,0.949866994,0.393262032,49.28242641,High Salary–Moderate Cost
Varna,Bulgaria,Bulgaria,Europe,1605.41,1794.59,371.81,80.78,1.465,0.34616973,0.325563326,0.318191119,0.45026738,50.55424405,High Cost–Low Salary
Bydgoszcz,Poland,Poland,Europe,1496.57,1736.84,531.83,107.79,1.495,0.333987198,0.445480445,0.329752404,0.76342246,45.15018838,Low Salary–Low Cost
Cariacica,Brazil,Brazil,South America,1490.04,1711.16,138.905,28.74,1.06,0.310241586,0.087542088,0.121546961,0.030481283,60.74018146,High Cost–Low Salary
Semey,Kazakhstan,Kazakhstan,Asia,701,813.99,138.16,34.01,0.88,0.14691307,0.086894587,0.061591979,0.050695187,53.68797334,High Cost–Low Salary
Tapachula,Mexico,Mexico,Central America,1681.97,1917.34,103.14,48.99,1.55,0.367953748,0.042476042,0.358706773,0.126524064,59.52903054,High Cost–Low Salary
Pensacola,United States,United States,Northern America,6966,7925,1700,88.33,3.145,0.880446005,0.879176379,0.792613055,0.546524064,53.45800933,High Salary–High Cost
Utrecht,Netherlands,Netherlands,Europe,4756.87,5179.7,1534.04,113.17,2.785,0.69295891,0.845376845,0.712400246,0.802459893,45.25321998,High Salary–High Cost
Nice,France,France,Europe,3769.56,4377.38,1135.3,90.32,2.615,0.630807351,0.733488733,0.667996726,0.573582888,46.97530024,Low Salary–Low Cost
Antofagasta,Chile,Chile,South America,1890.4,2090.56,633.37,83,1.755,0.398306835,0.50997151,0.436566401,0.471336898,46.07804148,High Cost–Low Salary
Chita,Russia,Russia,Europe,975.51,1065.68,,,4,0.211232707,,0.919991815,,,
Caruaru,Brazil,Brazil,South America,1490.04,1711.16,201.17,55.08,1.185,0.310241586,0.160709661,0.184980561,0.177433155,56.90756078,High Cost–Low Salary
Chitungwiza,Zimbabwe,Zimbabwe,Africa,555.40204,602.37635,,51.43,1.73,0.124819327,,0.429097606,0.145989305,,
Rajahmundry,India,India,Asia,327.97,384.43,104.395,18.42,0.8,0.073095189,0.044289044,0.042664211,0.006631016,51.66109404,High Cost–Low Salary
Victorville,United States,United States,Northern America,6966,7925,1825,145,2.31,0.880446005,0.899248899,0.591467158,0.939679144,55.01333887,High Salary–High Cost
Tokorozawa,Japan,Japan,Asia,3158.67,3453.12,595.615,63.28,3.1,0.501342143,0.487567988,0.783609576,0.244919786,45.98111702,Low Salary–Low Cost
Sumqayit,Azerbaijan,Azerbaijan,Asia,1558.82,1741.18,176.47,56.86,1.06,0.341936816,0.129241129,0.121546961,0.191229947,60.47872361,High Cost–Low Salary
Greensboro,United States,United States,Northern America,6966,7925,1475,120.71,3.27,0.880446005,0.83048433,0.816451811,0.85026738,52.67981885,High Salary–High Cost
Otsu,Japan,Japan,Asia,3158.67,3453.12,428.1,69.67,2.38,0.501342143,0.367391867,0.612952732,0.310588235,52.07031467,Low Salary–Low Cost
Vitoria da Conquista,Brazil,Brazil,South America,1490.04,1711.16,162.855,67.06,1.15,0.310241586,0.118363118,0.165336607,0.282352941,57.83450448,High Cost–Low Salary
Lublin,Poland,Poland,Europe,1496.57,1736.84,518.585,87.33,1.375,0.333987198,0.429422429,0.282074893,0.537219251,47.63620506,High Cost–Low Salary
Brest,Belarus,Belarus,Europe,849.5,983.28,201.475,70.19,1.22,0.178711542,0.161357161,0.20308983,0.321069519,49.23450389,High Cost–Low Salary
East London,South Africa,South Africa,Africa,1441.44,1658.72,406.315,114.03,1.32,0.286908941,0.351851852,0.254143646,0.810588235,46.41333664,Low Salary–Low Cost
Corpus Christi,United States,United States,Northern America,6966,7925,1332.22,107.5,2.96,0.880446005,0.801346801,0.748618785,0.761069519,55.21090691,High Salary–High Cost
Kaluga,Russia,Russia,Europe,975.51,1065.68,340,112,1.6,0.211232707,0.296296296,0.382545529,0.794438503,41.53112485,Low Salary–Low Cost
Randburg,South Africa,South Africa,Africa,1441.44,1658.72,527.495,78.03,1.26,0.286908941,0.443667444,0.223654594,0.411657754,46.7223803,High Cost–Low Salary
Muzaffarpur,India,India,Asia,327.97,384.43,81.875,20.47,0.86,0.073095189,0.023310023,0.056067117,0.009625668,51.90253818,High Cost–Low Salary
Alicante,Spain,Spain,Europe,2579.28,2875.26,770.305,73.01,1.67,0.47005988,0.581973582,0.412727645,0.349197861,48.95311226,High Cost–Low Salary
Yeosu,South Korea,South Korea,Asia,2593.42,2889.81,,115.23,3.035,0.483378071,,0.772764477,0.820855615,,
Buon Ma Thuot,Vietnam,Vietnam,Asia,612.57,711.24,,37.735,0.82,0.129878175,,0.047370575,0.070802139,,
Cuernavaca,Mexico,Mexico,Central America,1681.97,1917.34,470.57,59.3,1.66,0.367953748,0.393421393,0.409760589,0.205668449,49.33859852,High Cost–Low Salary
Belfast,United Kingdom,United Kingdom,Europe,6300,7235.37,1042.125,99.16,2.4,0.728370845,0.699041699,0.617147534,0.670160428,53.24874693,High Salary–High Cost
Petrolina,Brazil,Brazil,South America,1490.04,1711.16,431.085,67.06,1.82,0.310241586,0.368816369,0.454471046,0.282352941,45.79048445,High Cost–Low Salary
Bielefeld,Germany,Germany,Europe,3731.5,4048.63,1031.485,96.15,2.465,0.603964485,0.695933696,0.6368938,0.639893048,46.8625406,Low Salary–Low Cost
Cuenca,Ecuador,Ecuador,South America,1260,1370,462.21,68.89,1.645,0.273281024,0.39031339,0.405054225,0.303957219,44.28534584,High Cost–Low Salary
Bonn,Germany,Germany,Europe,3731.5,4048.63,1210.05,101.95,2.255,0.603964485,0.75964776,0.576529568,0.704812834,46.15237471,Low Salary–Low Cost
Vina del Mar,Chile,Chile,South America,1890.4,2090.56,439.775,54.33,1.24,0.398306835,0.375291375,0.213014119,0.169304813,55.4262509,High Cost–Low Salary
Salamanca,Mexico,Mexico,Central America,1681.97,1917.34,178.345,61.88,1.045,0.367953748,0.131054131,0.116840598,0.228449198,61.64227617,High Cost–Low Salary
Blida,Algeria,Algeria,Africa,1148.84,1308.81,211.565,53.73,1.08,0.252632666,0.171976172,0.131778187,0.162994652,54.88169198,High Cost–Low Salary
Ciudad Obregon,Mexico,Mexico,Central America,1681.97,1917.34,193.385,46.41,1.525,0.367953748,0.151126651,0.346224678,0.111764706,57.13620402,High Cost–Low Salary
Fort Wayne,United States,United States,Northern America,6966,7925,848.75,75.67,2.875,0.880446005,0.621082621,0.731021076,0.382673797,61.96144419,High Salary–High Cost
Thessaloniki,Greece,Greece,Europe,2241.01,2579.28,510.275,96.04,1.805,0.426698327,0.422947423,0.450685492,0.639144385,48.55179903,Low Salary–Low Cost
Flint,United States,United States,Northern America,6966,7925,935,62.5,2.86,0.880446005,0.656047656,0.728054021,0.234117647,61.88944017,High Salary–High Cost
Maebashi,Japan,Japan,Asia,3158.67,3453.12,614.23,74.45,2.795,0.501342143,0.496632997,0.714037242,0.36855615,46.52775667,Low Salary–Low Cost
Islip,United States,United States,Northern America,6966,7925,1250,108.75,2.755,0.880446005,0.774799275,0.7053407,0.77026738,56.69416746,High Salary–High Cost
Nazret,Ethiopia,Ethiopia,Africa,143.88,160.41,,,0.45,0.016415445,,0.001534684,,,
Smolensk,Russia,Russia,Europe,975.51,1065.68,324,80,1.32,0.211232707,0.279461279,0.254143646,0.436470588,46.30987749,High Cost–Low Salary
Dahuk,Iraq,Iraq,Asia,1382.38,1573.31,337.5,87.12,1.39,0.28050795,0.292670293,0.287292818,0.535935829,48.28310467,High Cost–Low Salary
Asahikawa,Japan,Japan,Asia,3158.67,3453.12,409.485,74.45,2.98,0.501342143,0.353017353,0.751790464,0.36855615,49.3630833,Low Salary–Low Cost
Nakuru,Kenya,Kenya,Africa,863.29,991.43,184.81,29.9,1.18,0.182841214,0.137788138,0.181911193,0.034973262,51.88426709,High Cost–Low Salary
Izmir,Turkey,Turkey,Asia,254.1,286.13,275.72,62.01,1.29,0.0415032,0.231546232,0.23981993,0.229839572,40.34090777,High Cost–Low Salary
Wonju,South Korea,South Korea,Asia,2593.42,2889.81,268.88,84.51,3.2,0.483378071,0.225330225,0.806322897,0.497326203,49.92255897,Low Salary–Low Cost
Markham,Canada,Canada,Northern America,6311.03,7352.94,1862.14,107.37,2.655,0.757278546,0.905594406,0.683957438,0.758502674,47.75240505,High Salary–High Cost
